Input 1,Input 2,Rolling Mean 1,Rolling Mean 2,RUL
1114.5202753449532,4.1109608865782326,1219.8933933373644,3.09872454453958,2
1058.479653904163,5.615763617160871,1169.4065299722752,3.824651147865262,1
1016.5361176960766,6.325879318006085,1118.8998216524474,4.613528154247937,0
1116.148271129152,5.095465199438044,1220.0257894637675,3.097473521066921,2
1038.4473908018797,5.593993050392133,1151.7629870004598,3.9041770135930625,1
1010.5979106050128,6.349389290035614,1098.559438065204,4.806738750793562,0
1161.9845177727975,3.869056440624975,1259.7364881321628,2.5544981633986183,4
1127.9536756542168,4.809667995943846,1216.7358570769247,3.2397625403586696,3
1074.8872759659405,4.9593215510054485,1171.0938952287572,3.8120098806443563,2
1043.7128487155696,6.003362747304326,1127.9801603111318,4.53546214573156,1
1010.4130397888596,6.376921512589248,1083.790271579477,5.2036660494935685,0
1222.4670990644674,3.229417685563168,1285.643539125084,2.2101721091314745,7
1198.3042163285209,3.5640455227658605,1254.5274399675577,2.636101698731109,6
1153.8562910003875,3.925786928125478,1222.3700928288577,3.0634656529665127,5
1116.6392951054247,4.292508303245151,1185.7458474727885,3.4970829529494303,4
1085.9098259492837,5.405665984481427,1155.4353454896168,4.083484884836217,3
1011.927315449564,5.622430318962385,1113.327388766636,4.56208741151606,2
981.4141837921056,5.69181076691318,1069.949382259353,4.987640460345524,1
956.2286800766752,6.298244313694966,1030.4238600746107,5.462131937459422,0
1166.1141518989737,3.0330423721834774,1248.8326550435818,2.1629765584820615,6
1141.699487678693,3.6686240953194886,1212.9504369557533,2.5928806338835204,5
1110.8372020429176,3.913981130633488,1177.8526544461918,3.018667661813634,4
1061.7850443346647,4.668025799365943,1140.5992143611936,3.5298841003099453,3
1017.6507161755736,5.303848786803347,1099.6173204261645,4.117504436861148,2
984.7492281074898,5.654067730399657,1063.3443356678679,4.641709508504385,1
969.292747247482,5.9843144649978,1028.8629875816255,5.104847582440047,0
1187.889777453628,3.552371220224513,1260.6337806850631,2.3314243215112085,5
1138.0117632213903,3.918209344442541,1219.0046777267812,2.8911882097342696,4
1095.0945457321554,4.538023458199111,1179.1350003192404,3.4648267820156624,3
1053.318221538581,4.840647306212673,1137.4733319065076,3.960611796456778,2
1043.2206492428595,5.792646393714435,1103.506991437723,4.528379544558654,1
1002.1101974952586,6.399736282106231,1066.351075446049,5.097852556934998,0
1215.7052703301931,3.427309902780627,1291.254127610978,2.4084441177668694,4
1168.912379785647,4.118378913129449,1252.3196499370085,2.976782188520633,3
1119.6694740068351,4.909762118246221,1208.976289082983,3.5989912553994388,2
1108.0497311195436,5.714504666943125,1172.9489687543992,4.244237635754947,1
1056.1227559103845,6.568251030752444,1133.6919222305207,4.947641326370373,0
1224.7082310746969,4.557362150629131,1275.079692415787,3.1246547430902245,5
1209.9225448945172,5.379121040256639,1250.0366158451334,3.8342329522441476,4
1174.7347718350206,5.758577888906934,1224.1156688035298,4.481820318920483,3
1141.7684476387544,6.361808926695445,1198.6941116294022,5.207220440414881,2
1118.3461821080432,6.72943983543002,1173.8960355102065,5.7572619683836335,1
1085.721436141149,7.593340446464762,1146.098676523497,6.36445762755076,0
1282.282066096586,3.143072963635715,1340.4755209324298,2.379215923920605,7
1233.786773038274,3.5268317172583563,1309.9859434303767,2.818293181240482,6
1205.327546271471,3.794809743744121,1277.9349526548249,3.1521272607121054,5
1169.587673670072,4.519931057408437,1244.1448089653018,3.575453865905348,4
1145.2779110995084,4.664459771809459,1207.2523940351825,3.929821050771218,3
1093.8897184921766,5.503319136198313,1169.5739245143004,4.401870285283737,2
1027.511317148616,5.824915127311602,1128.318833336369,4.861486967294387,1
975.5477076700298,6.55864276818532,1082.3628656160806,5.414253572182626,0
1160.9075950506842,4.070239303092366,1296.5302217134333,2.9806886201540572,2
1141.409593273029,5.248264266316819,1247.549923919294,3.678090774890957,1
1107.6942935254126,6.801972081867031,1197.2848022640442,4.541280045416553,0
1235.238613506707,4.533740448735991,1293.9071264316667,3.33046689105728,3
1173.9490853835423,5.674108436041113,1259.5313296239158,4.050113054380747,2
1145.0853069326265,6.027738988517847,1226.2823374687061,4.73503019387247,1
1093.7650939319203,6.882151700231905,1184.4956207285518,5.441384909585468,0
1182.001961462631,4.056771940235428,1268.2922822861233,2.775633473826898,4
1135.7044772626018,4.390147935157134,1223.8411106946119,3.398417443481878,3
1108.419579334052,4.6347324880517,1186.9812244907312,3.9367778824683604,2
1071.8956475977202,5.754139833857115,1147.651310889877,4.500697376256196,1
1060.556983252896,7.090038474445366,1111.7157297819801,5.185166134349348,0
1277.8391580830084,5.377305649317958,1321.6347590677512,3.40337806680988,3
1210.4339953540562,5.720772132881369,1290.5562907487927,4.21045500139695,2
1182.7568895097268,6.89077688243337,1260.3199185735398,5.059089579212677,1
1139.661480662941,7.11164527607727,1223.7669692967781,5.881037186168911,0
1203.2530228278144,5.377173079947236,1278.3565558750063,3.437679520259722,4
