Input 1,Input 2,Rolling Mean 1,Rolling Mean 2,RUL
119.77896143349292,4.132286926326195,110.87411411804923,4.0930757260821835,17
126.05662815655744,4.157341171183691,115.46212277364239,4.115783542470399,16
131.38737767072297,4.202918095019617,120.28213050562753,4.1415448022184815,15
134.59966268293067,4.246999612832945,125.22030841876031,4.1712972819457415,14
136.65788723228712,4.272860136686319,129.69610343519824,4.202481188409753,13
137.9024348591665,4.30920289124512,133.32079812033294,4.237864381393538,12
140.5505176631807,4.393678187923719,136.2195760216576,4.285131784741544,11
144.7449255520144,4.426705267519556,138.8910855979159,4.329889219241531,10
149.35013717976497,4.449276681533873,141.84118049728272,4.370344632981718,9
160.67077019037026,4.4526029884338,146.64375708889935,4.406293203331214,8
166.74664530624094,4.467402359445178,152.41259917831425,4.437933096971225,7
170.3544789267482,4.523528494666255,158.37339143102776,4.463903158319733,6
174.11502852037466,4.555021608373044,164.24741202469983,4.4895664264904305,5
175.9265704656146,4.602697004031375,169.56269868186973,4.52025049098993,4
177.6320594635603,4.665353451338757,172.95495653650772,4.5628005835709216,3
179.378072259833,4.698908099396892,175.48124192722616,4.609101731561265,2
180.9020399282156,4.6899064375175135,177.59075412751963,4.642377320131517,1
183.84701846257525,4.768516925090696,179.53715211595977,4.685076383475047,0
121.6227652040334,4.219671288264451,114.24954788308237,4.118716087062611,18
125.3693278433058,4.227771516325104,118.37022242735684,4.1571740695204396,17
128.06883750428008,4.246943768277024,121.43728447878702,4.192239231794349,16
132.216578811446,4.273030781489117,124.86851413676493,4.224581820293035,15
135.52910316066072,4.324383289786044,128.5613225047452,4.258360128828349,14
136.9117108172719,4.360632884435873,131.6191116273929,4.286552448062633,13
139.02156253299674,4.379468792881776,134.3495585653311,4.316891903373967,12
143.20277247943903,4.42663552843522,137.3763455603629,4.352830255405605,11
144.3522427209997,4.46797056154453,139.80347834227362,4.391818211416689,10
146.17947315472455,4.529521331240068,141.93355234108637,4.432845819707493,9
148.90601661911188,4.565784959657521,144.33241350145437,4.473876234751823,8
151.02385271831076,4.599490545896828,146.7328715385172,4.517880585354834,7
155.48816120510688,4.659695783731662,149.18994928365075,4.564492636414122,6
158.32943886159276,4.777635117473861,151.98538851176937,4.626425547599988,5
159.74898353802809,4.813630050757405,154.69929058843007,4.683247291503455,4
162.961922964301,4.880858250181636,157.51047185746788,4.746261949608278,3
164.0253780862211,4.953693744310576,160.11077693104997,4.817102589291028,2
168.72643859222833,4.983747762109271,162.75843240847425,4.88191298496655,1
172.33506411330646,5.008086568131533,165.559557458817,4.928003275098083,0
117.24748530702756,4.170661168052921,109.96512790079525,4.1004295821077665,21
