Input 1,Input 2,Rolling Mean 1,Rolling Mean 2,RUL
1123.9606784689463,53.002608422268345,1082.672926161102,51.59152619293688,20
1140.3857576201024,54.554746045184366,1075.7690017243426,52.53604410193433,16
1133.5715404344755,53.49638641925901,1102.7346644735867,52.27112828630188,19
1162.2691105447168,56.63977662486874,1102.914417915677,53.7146712761465,15
1147.0042640428342,55.138416293803765,1117.8207250841851,53.09416393613984,18
1226.1535205950822,57.48723676010522,1138.2622003571794,54.83491661227631,14
1183.2305441295184,55.05886014116775,1137.6460611300631,53.76438222091732,17
1194.7259155035329,55.73981105041256,1156.4985885158615,54.48721646538229,16
1242.6414662923396,58.59236123500664,1172.2088936588464,56.05008273448673,13
1285.946036767744,58.7056566109035,1211.479178363997,57.1959554552137,12
1211.6217810364783,56.62996675351719,1174.030809029368,55.212688131632056,15
1219.877128067832,57.559056986402815,1191.291926556039,56.02522224506082,14
1316.849863181262,59.39442606810096,1246.7719994762288,58.163891459797014,11
1231.789626413561,58.340939920962256,1208.2489990301845,56.665726970492514,13
1352.510464119126,60.29079712989756,1284.820270191111,58.89409556080278,10
1390.1166930880122,60.86921422451732,1317.6129046896967,59.5704910536852,9
1280.7240925019116,58.58561322024686,1227.7477087046632,57.37107758630833,12
1421.040218881792,61.55350875778225,1353.2926552075874,60.16272055824032,8
1327.1972902135274,59.28226256812432,1254.241983646662,58.07956788985068,11
1431.7214179930145,62.91138704206993,1382.4477314526414,61.003866644473604,7
1362.2916356938458,60.54267477379745,1284.3759545781354,58.86210949390674,10
1385.9716413512847,60.84866348710519,1317.5948572348261,59.520030794047216,9
1416.3647196198056,61.30746092323858,1354.509875876075,60.11333499450247,8
1476.5242410811177,64.03144970010072,1414.3826070326127,61.93127137087356,6
1431.1741486482526,61.88289935011254,1384.5998871053432,60.772792220475615,7
1492.662990342486,64.49727853885793,1442.4131122772844,62.772567652665636,5
1466.8747473730623,64.06390167322519,1412.5353785372504,61.72912004149579,6
1501.720337564875,65.44583400634168,1464.733841172657,63.6878916090305,4
1485.912810341952,64.77520893701114,1437.2596134668715,62.57562687413853,5
1557.8628166996111,66.40705185765668,1492.098360736221,64.65860022900539,3
1508.4949278561803,65.37058015924227,1461.7642707678503,63.48001020856594,4
1593.525627017102,68.61936088119776,1524.4592025410384,65.80019499683095,2
1575.5021049391223,66.15466053685519,1493.5917478317137,64.44945013128927,3
1621.2192768206244,68.93788447095932,1553.3982096889397,66.78148195100268,1
1615.7109102999384,67.44635173224003,1530.499100162051,65.56214060771477,2
1655.1857653720167,69.77738846882184,1585.902764694846,67.83750393699546,0
1637.551153506007,67.83652675610347,1564.6343813886401,66.31666562429044,1
1676.4328792305748,68.63974718524125,1602.7383951663646,67.08957327393645,0
1114.8838383498437,53.41216509685912,1072.2117096091265,51.82181236928254,17
1122.7692058122486,53.07152768674441,1077.4980884437512,51.77696188201172,18
1173.425978880671,53.63698798345827,1101.7104927514781,52.478816463854514,16
1152.8564619456806,53.51300876697754,1105.8192678369437,52.39634810041804,17
1206.599393722666,54.6851381200616,1132.0472375203967,53.17999506862052,15
1176.8296656858383,54.8185078366052,1129.8455268806524,53.21233591004396,16
1265.752552473307,55.84284813857137,1169.956187154775,54.021572491060645,14
1210.490008997084,56.45799123180823,1153.2959625169958,54.16030365409156,15
1305.9952813514835,57.48609106499114,1213.3314089555943,55.01264608078831,13
1235.3138609447092,56.89937756301683,1179.6518406771122,54.95208261703044,14
1321.527196648255,57.77286473407754,1254.6600806152765,55.884786008231984,12
1290.440534513685,57.62201751714391,1213.1861064173995,55.862180583110344,13
1331.9030779321404,57.57777126132404,1248.9954296146911,56.67513308197964,12
1347.4950244159422,58.77692698347211,1289.473889722331,56.91277380823476,11
1390.5167906586853,59.537746827468055,1326.2573691095345,57.88329554971604,10
1348.569563126782,58.24963621782154,1283.34340910288,57.36135875822291,11
1383.6272679825097,59.06046747538909,1317.9708608999654,57.88185400693908,10
1417.863998160705,60.75966789779631,1356.6796582470142,58.86665950156104,9
1396.8418724509504,60.65930716012874,1350.2764632012136,58.63383992636146,9
1442.5303043860883,62.57991382157015,1383.9866628539353,59.88542405287683,8
1437.3912822367452,61.47905092908046,1379.6666127458254,59.40524660874878,8
1464.0726334078795,63.24864256931363,1412.49575020586,60.98057961992406,7
1466.4661291237985,62.01827310994974,1406.5792229841572,60.29334697847391,7
1495.261818884057,63.91249782250536,1442.049109099483,62.0076937877307,6
1487.7921404421843,62.55436926279734,1434.4237384472376,61.15429358746908,6
1516.544956958792,65.56063128247017,1467.2547423595045,63.21227067873112,5
1550.6020006492108,63.10918317256735,1467.8186849805777,61.96403672690472,5
1557.4159817125674,66.79988588515178,1495.1651390698767,64.42031427620222,4
1565.4342018398486,64.86104387944286,1501.5371508583576,62.80438407076755,4
1597.5362162101171,67.27116419742816,1526.1663214346827,65.35856435137381,3
1593.8849855741269,65.31440209132501,1532.8358915258339,63.571454303216456,3
1613.251995074664,68.5885253439737,1556.0021937680394,66.42654090630583,2
1612.5651664545037,65.67947615288463,1562.0556989919749,64.30369491180343,2
1630.4329081616409,68.77530084210377,1583.0364116235562,67.39910151022552,1
1631.7698600892206,66.07018955877075,1590.851242921382,65.00685897099811,1
1658.2683235308405,69.24486666258441,1611.3810849379659,68.13594858624836,0
1675.52800324778,67.34003308283918,1615.836443441096,65.85302895305249,0
1116.344080648636,54.08522777770927,1067.3879566231358,52.9428449315299,18
1167.0891075095496,51.824695935383886,1113.921259606234,51.13733545609367,20
1133.0768872662586,54.22005071765762,1091.1105606902806,53.50551869249118,17
1192.5792481570131,53.09518146472961,1142.2942715589438,51.655933223382306,19
1151.2512122237422,55.48384015990024,1112.6399300034632,54.118474793756356,16
1214.4475165478032,54.01514502033709,1165.0170366839975,52.25137201540677,18
1198.761067506474,56.33119016702149,1137.9762762696878,54.740615963050075,15
1228.1886758898231,55.92686733143492,1186.7082213462813,53.279680861604206,17
1229.8172164395655,56.73336239673655,1165.8500928169353,55.37073424380503,14
1269.6153064385037,57.00522323815527,1214.3839709085385,54.373422598008155,16
1247.579533043914,57.44809910841944,1192.0971832959908,56.04330850994707,13
1317.856119264318,57.52245371832947,1244.5373732594921,55.51297415459727,15
1305.4155433151234,57.976462891403976,1226.5649145057637,56.794590944696346,12
1352.17389204038,58.54814861529215,1276.4563020361657,56.60356758470978,14
1340.8698230756047,58.38159318029879,1264.4886366761361,57.37414154877605,11
1385.405597636151,59.07384064797568,1301.8175427020717,57.92267164496688,10
1366.183254862898,58.47982517832462,1306.8034496991845,57.49650361630728,13
1422.3644039101546,59.71064799114357,1340.3269801961894,58.51812876384829,9
1385.583477954868,58.77742195950495,1338.2824101121937,58.0666145419213,12
1456.817458321172,60.24256750635492,1382.1745652516408,59.07702244343538,8
1418.223576380188,59.48145963301315,1368.0040641005303,58.561861820892865,11
1505.5927861036691,61.825309755186765,1422.2100138093504,59.846791816191946,7
1438.7009366199547,59.66395441815813,1392.1730275716577,58.9901619608586,10
1548.1313317064153,61.99908923466186,1463.6623155355123,60.570291027064556,6
1451.121279468366,60.36085755307309,1411.9625050572547,59.35270374841478,9
1494.7788312739938,61.22491475412553,1437.6816203394742,59.901721663574975,8
1580.4663826044691,62.791035675546624,1502.674472529176,61.313730032578746,5
1611.734556037779,64.46002976752563,1540.5485029547008,62.263606387855155,4
1514.4715781692569,61.63479225365982,1463.4592403823522,60.47319572240595,7
1536.963634019248,62.40088928103439,1487.207251910164,61.05708165201018,6
1625.883236236171,64.706596538847,1574.3616585377006,63.15641219435357,3
1548.6351000747493,63.94388683370776,1509.1940846011228,61.91306813512011,5
1636.3554270987358,66.08631326482647,1600.514186736714,64.0086128962815,2
1589.5531633769358,64.42562477795141,1536.8804613828365,62.72602158009579,4
1646.4293899830816,67.15404527154544,1620.1737983920473,65.03960410365823,1
1618.5789566199103,65.08106772466361,1561.6404864520202,63.4972521742034,3
1684.8111619897295,67.4243334473317,1641.0427542690995,65.96626365801525,0
1653.9745209966952,65.04528458914528,1589.5410750175076,64.17935064130049,2
1680.0909223570768,65.58178957800469,1618.1665326850737,64.81553070069455,1
1707.7461459478616,66.60518343520364,1649.9887418596961,65.34779002099373,0
1149.7512856770277,54.862327895011845,1082.965813431249,52.894762013288606,15
1173.0506531193116,55.68230771085545,1111.5744430244404,53.95546351231612,14
1208.2304737583006,56.93332577477568,1142.5169638305374,54.869702656329295,13
1138.774068064286,55.74269119097073,1086.8003216441157,52.84244952716284,14
1241.9459627276,59.20531541230751,1175.4236909646431,56.12662781622961,12
1167.5417553364962,57.18386596237208,1113.9441753601604,54.18804108228269,13
1193.4436041797785,58.00423996405914,1139.8772626388306,55.53696122725778,12
1280.6516993640437,60.39749323950573,1210.7260149292567,57.41615400649124,11
1241.8140435798282,58.590335896042674,1171.2333866708664,56.73752157099407,11
1297.2578819755115,62.01412755424595,1240.2273341889534,58.846513938338056,10
1255.844244372918,60.29457468397997,1199.4835431066613,57.96314153948491,10
1319.047022839689,63.420557524228855,1269.426608133029,60.394163901012746,9
1306.667890113885,61.18256618974744,1233.062307516581,59.051116539240255,9
1349.129789012234,64.79870452079187,1297.6064711838158,61.96723965021598,8
1346.091085092408,62.62039579705196,1268.7721734677634,60.138422506176234,8
1381.9560747488326,65.55950091319322,1325.6084935880622,63.23807675039312,7
1384.4351233769728,63.0245010025421,1306.9704773072024,61.14247471387283,7
1432.024709073598,66.06783856051183,1355.883095529973,64.37214581459435,6
1432.380974755409,64.61540221227725,1345.0838635423186,62.34748797711974,6
1491.4614732983323,66.30041657891658,1394.7238137945371,65.22940361952847,5
1536.3877113586457,67.28651084789881,1438.1919514983285,66.00259428426247,4
1458.9742156977743,65.61959631213405,1385.7098578072898,63.41249230275056,5
1546.651544798248,68.24952656604805,1477.6963026555313,66.6927586933137,3
1487.6267531361032,65.86323796477814,1421.9016304117333,64.3486266577567,4
1555.0645789654857,69.15838196220288,1512.3180034988618,67.41253490311563,2
1545.1673398268956,66.76755014290609,1461.7168813586309,65.17805752692752,3
1616.424767557907,69.54881677571802,1549.1980151957237,68.10873054615686,1
1549.071753893166,68.87787994716788,1494.6442074618694,66.34873331585268,2
1651.930081329366,70.66912442771718,1581.2917368019305,68.98247211591699,0
1582.8620260543748,69.5867178802259,1524.7404177216627,67.34299644944241,1
1618.6186241638536,70.95340385710531,1556.6692994148787,68.40975795843667,0
1194.1585065967945,54.28474472029464,1112.9327476514645,52.0757002093665,17
1251.3683196318548,54.97074904267753,1157.095529874925,53.01618001892579,16
1149.0730374629716,53.945874888530426,1091.8406754716405,52.12198557309976,16
1189.5908582674022,56.14522998593692,1123.658193364587,53.29268417221304,15
1297.9145289293474,55.4713016680148,1199.5386378879537,53.919661254411736,15
1336.661238540344,56.11770258592686,1242.2890499029697,54.74977903395209,14
1218.491801045001,56.17796618957404,1157.0587826476603,54.34479893088807,14
1397.7845077148943,57.25936819862579,1295.577420282647,55.62077324310792,13
1235.473563682949,58.26610177849653,1184.0167544389508,55.65226049026012,13
1415.5623326780517,57.02902362446545,1339.8581854988984,56.16962902394208,12
1249.3804908758302,58.59913315009336,1208.4019502668307,56.62686119852625,12
1447.89935817095,58.71707712705015,1379.1643932067175,56.91889464081661,11
1285.2232163042245,58.8516176073448,1235.6319860350814,57.60800974228913,11
1473.2685931493754,58.991348774731456,1414.235206050723,57.62290406215995,10
1326.701640392369,60.46290780716696,1263.0541424600747,58.47154530653514,10
1342.074733007193,61.56296302202242,1287.7707288525132,59.54854467302481,9
1489.4203089502266,59.56364827469307,1444.7870201326996,58.31209319991318,9
1359.665407179485,62.37330616512324,1312.6090975518205,60.36998555035016,8
1518.625999296151,60.747358673929845,1468.955318448951,59.00969129497399,8
1384.2599618162603,62.59754332408507,1339.5849917399064,61.1696675851485,7
1397.7182981770077,64.34686905939583,1362.084008114463,62.26871787555869,6
1528.7113154324666,61.38768134412175,1491.5851149998339,59.88142283890526,7
1433.1041477057622,65.66333879728555,1383.3645095771417,63.30880407358243,5
1536.163383700924,61.70006299281684,1509.2379201058288,60.47802001205859,6
1567.1867255752406,61.90372151445077,1528.0215465910019,61.06049456000246,5
1468.1558389163065,66.93453242953194,1408.5807307589644,64.38311795508432,4
1505.0789079765243,68.25899031770754,1437.6634309183723,65.56025478560119,3
1548.0673124642387,69.18906109446485,1470.4249010479678,66.87855833967714,2
1587.1150037253774,63.48790787059142,1547.560485546032,61.845346479182126,4
1565.3592421801563,69.36741876261301,1503.9530898485978,67.88266828032059,1
1625.377154238784,64.95304020618406,1568.9107165345586,62.686482785632975,3
1608.497594157201,70.87374810828882,1539.0317791388854,68.92475014252123,0
1647.307972143224,65.78672978228053,1592.63004787671,63.56629247326473,2
1667.7829599464849,66.440139511636,1618.9539631258222,64.51430777702856,1
1711.0320386052613,67.68202454436529,1647.7230257318265,65.66996838301147,0
